year,name,code,pp_result,fix,pay,prize,paper,graduate,open,protect,compete,fluid,manage,guest,raise,proj,fund
2010,总后勤部卫生部,22,0.012188281,371,20420,0,459,356,0.761670758,0.055863667,0.4722828,0.202156334,1.761559696,75,11592,405,12165
2011,合计,1,1.107316994,19123,972153,119,47370,26031,0.556818354,0.039899364,0.489257091,0.39894368,0.685877867,7629,1417385,28264,1292609
2011,教育部,7,0.727218862,9452,517106,74,28596,18232,1.159951901,0.008981098,1,0.451756242,0.662155881,4270,780943,17681,720506
2011,工业与信息化部,18,0.047384694,582,34748,3,2316,1058,0.126046449,0.000764188,1,0.357388316,0.859950009,208,40407,691,37614
2011,国家卫生健康委员会,3,0.000834411,59,5846,0,50,28,0.621894662,0.001382129,1,0.677966102,1.069129481,40,5468,56,2600
2011,农业部,4,0.022473165,348,25689,3,1200,428,1.453710913,0.133933077,1,0.33045977,0.9381368,115,27383,456,24152
2011,水利部,23,0.002782656,65,8081,1,137,53,1.453710913,0.133933077,1,0.307692308,1,20,8081,83,5087
2011,卫生部,5,0.011561541,422,13401,1,523,278,0.840004079,0.044176271,0.373261975,0.163507109,0.65553001,69,20443,407,17603
2011,中国气象局,14,0.001065132,47,710,0,77,27,0.140240693,0.013532435,1,0.276595745,0.415204678,13,1710,50,2977
2011,环境保护部,24,0.003895363,86,728,3,178,36,0.062142225,0.000983704,1,0.395348837,0.186666667,34,3900,85,8465
2011,国家海洋局,15,0.000732781,43,3900,0,66,17,1.453710913,0.133933077,1,0.930232558,0.764705882,40,5100,44,3746
2011,中国地震局,9,0.001131421,58,1989,0,106,18,0.76460983,3.42E-05,0.609506,0.879310345,0.858437635,51,2317,41,350
2011,国家林业局,25,0.001896183,65,2019,1,28,59,0.768264315,0.031196019,0.377228448,0.153846154,0.917727273,10,2200,32,569
2011,中国科学院,6,0.20525574,6599,295666,27,11832,3463,0.645220684,0.049408971,0.630387,0.361721473,0.677865613,2387,436172,6939,377912
2011,河北,16,0.008376387,67,4124,2,261,222,0.328380243,1.34E-05,1,0.432835821,1,29,4124,127,2867
2011,山西,11,0.00082439,40,2803,0,66,21,0.092946018,0.000919642,1,0.5,1.094494338,20,2561,65,1712
2011,江苏,19,0.009120499,145,578,1,229,292,0.08128769,0.011875067,1,0.206896552,0.086358882,30,6693,199,5800
2011,山东,20,0.004748727,64,3696,0,140,162,1.453710913,0.133933077,1,0.171875,0.924462231,11,3998,76,3003
2011,湖南,26,0.001037043,71,4092,0,35,43,0.129364018,0.002620096,0.7383835,0.408450704,1,29,4092,71,3800
2011,广东,21,0.001783869,51,458,0,95,51,1.333614974,0.09577358,0.47257551,0.196078431,0.436190476,10,1050,119,10702
2011,广西,27,0.009780789,92,3622,0,132,385,1.453710913,0.133933077,1,0.065217391,1,6,3622,128,3103
2011,四川,13,0.020557803,204,11678,0,621,655,0.948407618,0.057745788,0.391363701,0.764705882,0.900802222,156,12964,343,9050
2011,陕西,17,0.002870832,63,4790,0,101,96,1.453710913,0.133933077,1,0.365079365,0.802076356,23,5972,141,4049
2011,总后勤部卫生部,22,0.014025187,446,9009,2,443,394,1.00176255,0.07074122,0.479705889,0.192825112,0.580589031,86,15517,385,23848
2012,合计,1,1.115511726,20122,1203484,113,50947,25068,0.603279121,0.043973036,0.489257091,0.394394195,0.703197179,7936,1711446,35619,1603784
2012,教育部,7,0.72552018,9351,568417,65,30279,17687,1.133030006,0.012452057,1,0.442198695,0.640689318,4135,887196,21105,845986
2012,工业与信息化部,18,0.044352289,588,52546,5,2023,997,0.131517008,0.002900145,1,0.406462585,0.917689795,239,57259,1040,57710
2012,国家卫生健康委员会,3,0.0143086,480,26640,0,792,312,0.631796382,0.002458039,1,0.28125,0.764111978,135,34864,787,39733
2012,农业部,4,0.022151367,372,32751,5,942,471,1.58200869,0.151274548,1,0.387096774,0.838629555,144,39053,651,39751
2012,水利部,23,0.002860811,65,8107,0,117,89,1.58200869,0.151274548,1,0.184615385,0.993870295,12,8157,121,8039
2012,卫生部,5,0.051190141,491,41507,6,3991,464,0.884878631,0.049591602,0.373261975,2.739307536,0.454283776,1345,91368,2829,186022
2012,中国气象局,14,0.001533678,47,800,1,104,12,0.144301262,7.26E-05,1,0.446808511,0.444444444,21,1800,54,1671
2012,环境保护部,24,0.001686262,138,8931,0,148,25,0.063564633,0.000290988,1,0.115942029,0.73204918,16,12200,103,10881
2012,国家海洋局,15,0.00138043,42,4550,1,95,9,1.58200869,0.151274548,1,0.523809524,0.659611482,22,6898,46,3508
2012,中国地震局,9,0.00111675,70,2078,0,102,19,0.725150544,4.39E-05,0.609506,0.8,0.727081875,56,2858,86,2133
2012,国家林业局,25,0.002453977,65,2109,1,63,69,0.800676012,0.034978066,0.377228448,0.153846154,0.914967462,10,2305,57,2542
2012,中国科学院,6,0.224119968,7570,416861,28,13910,3410,0.698764322,0.054882284,0.630387,0.362483487,0.748158146,2744,557183,9549,468557
2012,河北,16,0.006450769,67,4119,1,291,150,0.343206483,3.24E-05,1,0.149253731,0.949515906,10,4338,150,3761
2012,山西,11,0.001202546,41,2899,0,77,33,0.086588426,0.001348639,1,0.487804878,0.613934773,20,4722,94,4456
2012,江苏,19,0.010253802,169,10388,1,257,330,0.077261565,0.011411093,1,0.224852071,1.033323386,38,10053,213,6884
2012,山东,20,0.006135746,65,3534,0,156,216,1.58200869,0.151274548,1,0.323076923,1,21,3534,96,3458
2012,湖南,26,0.001450983,73,7113,0,62,50,0.149799928,0.002411664,0.7383835,0.397260274,1,29,7113,86,7200
2012,广东,21,0.001131513,50,458,0,67,34,1.431122254,0.108176521,0.47257551,0.2,0.170513775,10,2686,117,16600
2012,广西,27,0.005810999,89,6906,0,158,201,1.58200869,0.151274548,1,0.08988764,1.050821668,8,6572,169,6654
2012,四川,13,0.021198604,196,18974,2,563,658,1.005491134,0.065074492,0.391363701,0.734693878,0.912386997,144,20796,485,19090
2012,陕西,17,0.004402868,67,5261,0,130,151,1.58200869,0.151274548,1,0.328358209,0.810382009,22,6492,129,5071
2012,总后勤部卫生部,22,0.009271921,458,6402,3,509,135,1.08670836,0.078817406,0.479705889,0.205240175,0.343160377,94,18656,426,33322
2013,合计,1,1.215006839,21286,1163012,129,57150,26478,0.540588654,0.046787513,0.489257091,0.426054684,0.705389716,9069,1648751,39529,2150760
2013,教育部,7,0.803348869,10461,618149,76,34619,19037,1.08630714,0.01328531,1,0.433992926,0.666894305,4540,926907,23419,967371
2013,工业与信息化部,18,0.050964943,597,40492,5,2371,1143,0.142501475,0.003024355,1,0.41038526,0.911530323,245,44422,1170,50021
2013,国家卫生健康委员会,3,0.018611517,543,33162,2,941,390,0.567751282,0.001965807,1,0.300184162,0.819543298,163,40464,889,41558
2013,农业部,4,0.021257478,406,29219,3,995,459,1.438010285,0.159497743,1,0.42364532,1.106528819,172,26406,709,33230
2013,水利部,23,0.003556,72,7698,2,155,55,1.319490147,0.119741499,0.466967469,0.166666667,0.945932662,12,8138,114,8042
2013,中国气象局,14,0.001255326,64,789,0,107,23,0.807355443,0.052253943,0.373261975,0.40625,0.98625,26,800,70,3885
2013,环境保护部,24,0.004525131,88,8050,2,324,28,0.119867216,0.00014826,1,0.590909091,1,52,8050,105,4199
2013,国家海洋局,15,0.001514891,45,5257,1,102,12,0.062415625,0.000273018,1,1.088888889,0.82166302,49,6398,58,3476
2013,中国地震局,9,0.00161523,74,3001,0,138,26,1.438010285,0.159497743,1,0.837837838,0.824450549,62,3640,79,3582
2013,国家林业局,25,0.002058788,81,2161,0,56,79,0.638599899,4.61E-05,0.609506,0.135802469,1.113917526,11,1940,83,2924
2013,中国科学院,6,0.228931667,7486,347550,26,14468,3440,0.731825347,0.036711625,0.377228448,0.442960192,0.699188856,3316,497076,10590,944507
2013,河北,16,0.005399736,66,2250,0,241,149,0.637684126,0.057786519,0.630387,0.151515152,0.881661442,10,2552,149,2792
2013,山西,11,0.001184921,50,2857,0,80,31,0.309303945,7.80E-05,1,0.42,0.526441865,21,5427,75,3283
2013,江苏,19,0.010467287,191,12257,2,369,269,0.078240664,0.001387137,1,0.188481675,0.941397849,36,13020,429,10265
2013,山东,20,0.004257851,63,4271,0,117,150,0.064505304,0.011879074,1,0.428571429,1,27,4271,119,4108
2013,湖南,26,0.002557877,72,5437,2,78,43,1.438010285,0.159497743,1,0.597222222,1,43,5437,106,5702
2013,广东,21,0.002231303,50,1136,1,110,40,0.156079164,0.00246567,0.7383835,0.2,0.597894737,10,1900,42,5546
2013,广西,27,0.006577774,90,1200,0,225,207,1.438010285,0.159497743,1,0.344444444,0.235294118,31,5100,200,8079
2013,四川,13,0.022367767,194,19685,2,824,602,0.915443365,0.068794239,0.391363701,0.62371134,1.232778056,121,15968,524,16358
2013,陕西,17,0.005158624,70,7693,2,133,134,1.438010285,0.159497743,1,0.442857143,0.939545677,31,8188,166,7987
2013,总后勤部卫生部,22,0.010681031,458,6568,3,620,151,1.005862412,0.082675389,0.479705889,0.181222707,0.285317116,83,23020,394,20174
2014,合计,1,1.179406187,19988,1163110,104,57933,25212,0.508102114,0.04603667,0.489257091,0.455773464,0.784092847,9110,1483383,39651,2125391
2014,教育部,7,0.784063705,9645,588946,60,35770,18113,1.08328574,0.014999259,1,0.47651633,0.752162186,4596,783004,23244,1322582
2014,工业与信息化部,18,0.046339548,610,42191,4,2255,1013,0.140852528,0.004249699,1,0.429508197,0.773054583,262,54577,1263,62429
2014,国家卫生健康委员会,3,0.021850281,600,31535,4,1123,408,0.551397921,0.001430712,1,0.275,0.784550317,165,40195,1017,40386
2014,农业部,4,0.022411746,447,35507,4,1095,444,1.343265268,0.158437225,1,0.398210291,1.274845613,178,27852,790,36725
2014,水利部,23,0.003784175,79,9021,1,268,43,1.233149101,0.118976491,0.466967469,0.113924051,0.98903629,9,9121,122,9341
2014,中国气象局,14,0.001308734,68,761,0,120,20,0.758356254,0.052023464,0.373261975,0.308823529,0.248206132,21,3066,61,3817
2014,环境保护部,24,0.004911297,92,8050,1,427,27,0.119696354,0.000117161,1,0.532608696,0.981707317,49,8200,122,4765
2014,国家海洋局,15,0.001078549,49,3718,0,115,12,0.06339412,0.000208016,1,1.265306122,0.705770691,62,5268,66,4670
2014,中国地震局,9,0.001606372,80,2171,0,159,17,1.343265268,0.158437225,1,0.5125,0.782624369,41,2774,92,1995
2014,国家林业局,25,0.002852082,87,2117,1,81,79,0.571511543,5.20E-05,0.609506,0.126436782,1.34498094,11,1574,97,4518
2014,中国科学院,6,0.201288215,6808,368970,20,13157,2917,0.689205824,0.036828486,0.377228448,0.474735605,0.82159844,3232,449088,10348,526652
2014,河北,16,0.00668029,71,4019,0,331,168,0.603402117,0.057170193,0.630387,0.112676056,0.972887921,8,4131,148,3407
2014,山西,11,0.001219542,48,3540,0,91,28,0.299200784,5.84E-05,1,0.4375,1.087223587,21,3256,80,3098
2014,江苏,19,0.009922246,214,11116,1,407,254,0.077301332,0.001098508,1,0.154205607,0.959268208,33,11588,428,9643
2014,山东,20,0.005225633,66,3481,2,106,148,0.077007417,0.014299684,1,0.53030303,1,35,3481,125,5441
2014,湖南,26,0.001469142,73,7287,0,81,43,1.343265268,0.158437225,1,0.657534247,1,48,7287,125,7232
2014,广东,21,0.003297469,48,733,0,222,65,0.151698173,0.002740809,0.7383835,0.166666667,0.637391304,8,1150,111,10782
2014,广西,27,0.007784119,86,1200,1,155,264,1.343265268,0.158437225,1,0.593023256,0.21893815,51,5481,174,4202
2014,四川,13,0.028532525,199,21413,3,1099,734,0.856907742,0.068038618,0.391363701,0.72361809,0.982292766,144,21799,530,20105
2014,陕西,17,0.004043499,66,6183,0,121,139,1.343265268,0.158437225,1,0.560606061,0.878516624,37,7038,187,5433
2014,总后勤部卫生部,22,0.013058089,481,5543,2,657,264,0.948984268,0.082976996,0.479705889,0.193347193,0.177222879,93,31277,478,36481
2015,合计,1,1.177307272,19795,1148096,112,57468,25116,0.460961777,0.047694851,0.489257091,0.454407679,0.783034934,8995,1466213,39443,1631740
2015,教育部,7,0.789089821,9645,588946,69,35770,18113,0.968467751,0.020135992,1,0.47651633,0.752162186,4596,783004,23243,835531
2015,工业与信息化部,18,0.045781091,610,42191,3,2255,1013,0.157819005,0.001072052,1,0.429508197,0.773054583,262,54577,1263,62429
2015,国家卫生健康委员会,3,0.021291823,600,31535,3,1123,408,0.539103614,0.00224718,1,0.275,0.784550317,165,40195,1017,40386
2015,农业部,4,0.022411746,447,35507,4,1095,444,1.188262912,0.161919881,1,0.398210291,1.274845613,178,27852,790,36725
2015,水利部,23,0.003784175,79,9021,1,268,43,1.107007278,0.121601085,0.466967469,0.113924051,0.98903629,9,9121,122,9341
2015,中国气象局,14,0.001308734,68,761,0,120,20,0.695317864,0.053641462,0.373261975,0.308823529,0.248206132,21,3066,61,3817
2015,环境保护部,24,0.004911297,92,8050,1,427,27,0.124146028,0.000550584,1,0.532608696,0.981707317,49,8200,122,4765
2015,国家海洋局,15,0.001078549,49,3718,0,115,12,0.069560437,0.000282913,1,1.265306122,0.705770691,62,5268,66,4670
2015,中国地震局,9,0.001606372,80,2171,0,159,17,1.188262912,0.161919881,1,0.5125,0.782624369,41,2774,92,1995
2015,国家林业局,25,0.002852082,87,2117,1,81,79,0.528155248,5.89E-05,0.609506,0.126436782,1.34498094,11,1574,97,4518
2015,中国科学院,6,0.195870059,6686,359564,20,12785,2833,0.638624072,0.038221681,0.377228448,0.467095423,0.817981004,3123,439575,10184,521738
2015,河北,16,0.00668029,71,4019,0,331,168,0.543990618,0.058484345,0.630387,0.112676056,0.972887921,8,4131,148,3407
2015,山西,11,0.001219542,48,3540,0,91,28,0.284261528,0.000100898,1,0.4375,1.087223587,21,3256,80,3098
2015,江苏,19,0.010480704,214,11116,2,407,254,0.077592945,0.001480838,1,0.154205607,0.959268208,33,11588,428,9643
2015,山东,20,0.005225633,66,3481,2,106,148,0.094360613,0.017496359,1,0.53030303,1,35,3481,125,5441
2015,湖南,26,0.001469142,73,7287,0,81,43,1.188262912,0.161919881,1,0.657534247,1,48,7287,125,7232
2015,广东,21,0.003297469,48,733,0,222,65,0.150065956,0.00303512,0.7383835,0.166666667,0.637391304,8,1150,111,10782
2015,广西,27,0.007784119,86,1200,1,155,264,1.188262912,0.161919881,1,0.593023256,0.498960499,51,2405,174,4202
2015,四川,13,0.028532525,199,21413,3,1099,734,0.778387526,0.069882605,0.391363701,0.72361809,0.982292766,144,21799,530,20105
2015,陕西,17,0.004043499,66,6183,0,121,139,1.188262912,0.161919881,1,0.560606061,0.878516624,37,7038,187,5433
2015,总后勤部卫生部,22,0.013058089,481,5543,2,657,264,0.879079963,0.085916192,0.479705889,0.193347193,0.177222879,93,31277,478,36481
2016,合计,1,1.286166397,23095,1307179,108,63509,27489,0.337973479,0.050667787,0.489257091,0.446936566,0.721625428,10322,1811437,40220,2002202
2016,教育部,7,0.854995628,11146,740262,63,39237,19715,0.87346524,8.38E-05,1,0.479723668,0.751308489,5347,985297,23510,1147251
2016,工业与信息化部,18,0.054255929,620,46388,8,2070,1337,0.189121545,0.001194004,1,0.422580645,0.72478985,262,64002,926,61098
2016,国家卫生健康委员会,3,0.021721137,637,22781,3,1354,332,0.50295452,0.003642189,1,0.277864992,0.492785914,177,46229,1122,58132
2016,农业部,4,0.021104545,466,30472,2,1104,432,0.863329219,0.171238122,1,0.583690987,0.976823209,272,31195,772,30367
2016,水利部,23,0.002237872,87,8918,2,61,36,0.84025135,0.12864518,0.466967469,0.091954023,0.795397788,8,11212,122,11012
2016,中国气象局,14,0.001571216,71,2569,0,126,29,0.562631664,0.055889308,0.373261975,0.422535211,0.998833593,30,2572,60,4345
2016,环境保护部,24,0.003483364,91,1240,0,332,28,0.107499943,0.00028215,1,0.538461538,0.992,49,1250,80,4695
2016,国家海洋局,15,0.001139025,51,3549,0,119,13,0.063059954,0.000296839,1,1.117647059,0.727850697,57,4876,62,5257
2016,中国地震局,9,0.001461982,83,3142,0,129,23,0.863329219,0.171238122,1,0.578313253,0.873505699,48,3597,90,2522
2016,国家林业局,25,0.003068095,94,4121,0,122,96,0.4839648,7.34E-05,0.609506,0.127659574,0.868493151,12,4745,85,2773
2016,中国科学院,6,0.233202204,7996,387221,19,15173,3508,0.531370406,0.039288574,0.377228448,0.438344172,0.717066631,3505,540007,11118,568563
2016,河北,16,0.007077141,76,3419,0,383,164,0.41885411,0.06230797,0.630387,0.039473684,0.941095513,3,3633,133,2407
2016,山西,11,0.001520133,53,2470,0,123,28,0.237543676,7.62E-05,1,0.471698113,0.765179678,25,3228,84,2231
2016,江苏,19,0.010708656,176,13816,2,363,282,0.237543676,7.62E-05,1,0.278409091,0.941465077,49,14675,358,10220
2016,山东,20,0.005458144,85,4581,2,121,152,0.071529276,0.001405904,1,0.788235294,1,67,4581,101,4194
2016,青岛海洋科学与技术试点国家实验室,28,0.005461839,363,5492,1,549,1,0.105261441,0.019692066,1,0.024793388,0.199985434,9,27462,225,27462
2016,湖南,26,0.001746922,77,7275,0,74,58,0.863329219,0.171238122,1,0.558441558,1,43,7275,112,7102
2016,广东,21,0.004090763,45,300,1,247,65,0.105943428,0.003509159,0.7383835,0.177777778,1,8,300,37,2554
2016,广西,27,0.005682351,82,120,0,176,188,0.863329219,0.171238122,1,0.756097561,0.014738394,62,8142,223,9289
2016,四川,13,0.024606046,197,8657,3,937,629,0.619163057,0.073318385,0.391363701,0.578680203,0.723345588,114,11968,342,9047
2016,陕西,17,0.003867793,74,4251,0,173,110,0.863329219,0.171238122,1,0.418918919,0.774740295,31,5487,199,5469
2016,中央军委后勤保障部,29,0.009300968,298,3762,2,396,207,0.863329219,0.171238122,0.616259556,0.087248322,0.190548549,26,19743,256,20600
2016,中央军委训练管理部,30,0.002321086,227,2373,0,140,56,0.50405919,0.008355468,0.488845778,0.559471366,0.23820518,127,9962,203,5613
2017,合计,1,1.440049274,24664,448931.1,127,70896,30715,0.289998006,0.051611236,0.489257091,0.500364904,0.852205204,12341,526787.56,44520,2374594.52
2017,教育部,7,0.966910555,11638,202309.36,86,44042,22070,0.784513738,4.21E-06,1,0.532737584,0.8877506,6200,227889.86,25539,1200003.34
2017,工业与信息化部,18,0.051799649,648,11447.66,3,2274,1268,0.17264568,0.000657262,1,0.452160494,0.958926118,293,11938,866,64713.49
2017,国家卫生健康委员会,3,0.01926513,622,5929.62,0,1188,366,0.472973484,0.001211322,1,0.350482315,0.998252525,218,5940,796,43840.38
2017,农业部,4,0.024509993,420,4645.75,2,1330,488,0.73037033,0.174797011,1,0.730952381,1,307,4645.75,962,55835.68
2017,水利部,23,0.004916667,83,5200,1,391,42,0.723182966,0.131339953,0.466967469,0.096385542,0.840200355,8,6189,179,13807.23
2017,中国气象局,14,0.00289918,92,83255,0,282,23,0.49698601,0.056430759,0.373261975,0.489130435,0.716603546,45,116180,58,4464.4
2017,环境保护部,24,0.004192465,95,1947.55,3,195,42,0.096638657,0.000333007,1,0.347368421,0.697546562,33,2792,90,16356.41
2017,国家海洋局,15,0.000894795,54,4570,0,93,13,0.055229501,0.000295287,1,1.333333333,0.832877711,72,5487,59,3500.2
2017,中国地震局,9,0.002278178,88,1056,1,154,24,0.73037033,0.174797011,1,0.715909091,0.812933025,63,1299,83,1671.07
2017,国家林业局,25,0.003155053,93,685,0,102,108,0.436981948,8.95E-05,0.609506,0.139784946,1,13,685,97,6689.29
2017,中国科学院,6,0.259478491,8417,177504.78,24,16020,4186,0.474013647,0.039782857,0.377228448,0.458714506,0.805419625,3861,220387.95,12263,754760.95
2017,河北,16,0.005103465,82,844,1,367,60,0.364156352,0.059294379,0.630387,0.012195122,0.987134503,1,855,145,2515.18
2017,山西,11,0.001945256,73,809.5,0,139,40,0.22875921,8.70E-05,1,0.410958904,0.999382716,30,810,103,5585.95
2017,江苏,19,0.012068381,187,2880.77,2,498,286,0.22875921,8.70E-05,1,0.262032086,0.904480377,49,3185,334,16466.64
2017,山东,20,0.007805859,97,720,1,150,267,0.084772639,0.002311884,1,0.804123711,1,78,720,90,4477.9
2017,青岛海洋科学与技术试点国家实验室,28,0.013728076,1011,21072,1,1429,1,0.10250194,0.019906062,1,0.701285856,1,709,21072,1544,112688.4
2017,湖南,26,0.002734618,87,650,1,88,71,0.73037033,0.174797011,1,0.390804598,1,34,650,130,6849.35
2017,广东,21,0.003750237,51,500,0,219,86,0.099407344,0.003623521,0.7383835,0.137254902,0.694444444,7,720,44,2113.21
2017,广西,27,0.005107469,95,230.71,0,166,167,0.73037033,0.174797011,1,0.557894737,0.366206349,53,630,237,7016.52
2017,四川,13,0.023890281,191,830.11,1,909,658,0.543617118,0.073666977,0.391363701,0.848167539,0.198022424,162,4192,343,11738.91
2017,陕西,17,0.005158459,65,3280,0,208,152,0.73037033,0.174797011,1,0.661538462,1,43,3280,167,5418.16
2017,中央军委后勤保障部,29,0.00719514,261,1213,0,398,163,0.73037033,0.174797011,0.616259556,0.030651341,0.792810458,8,1530,208,26961.44
2017,中央军委训练管理部,30,0.005178317,214,605.29,0,254,134,0.453168942,0.010046747,0.488845778,0.252336449,0.320259259,54,1890,183,7120.42
2018,合计,1,1.403168278,22951,1545243,118,68719,30217,0.3072465,0.052302999,0.489257091,0.608862359,0.70537107,13974,2190681,44269,2294856
2018,教育部,7,0.958410446,10590,814160,81,43488,22048,0.740656623,0.000169444,1,0.656846081,0.719117796,6956,1132165,25191,1185583
2018,工业与信息化部,18,0.052712511,668,61050,3,2398,1257,0.206226738,0.000662939,1,0.528443114,0.854108957,353,71478,968,61126
2018,国家卫生健康委员会,3,0.020316343,651,47451,3,907,454,0.481798946,0.00284319,1,0.443932412,0.711462628,289,66695,920,84329
2018,农业部,4,0.024298686,420,43452,2,1288,496,0.763348054,0.176970736,1,0.764285714,0.964442669,321,45054,919,49608
2018,水利部,23,0.005886111,98,12305,2,425,46,0.750981434,0.13295142,0.466967469,0.183673469,0.580123521,18,21211,228,20529
2018,中国气象局,14,0.00326449,99,1877,1,259,24,0.512334442,0.05718253,0.373641374,1.01010101,0.177042068,100,10602,91,9852
2018,环境保护部,24,0.003752635,90,3194,2,193,48,0.096731976,0.000360997,1,0.522222222,0.684673098,47,4665,56,5242
2018,国家海洋局,15,0.002818512,57,4677,3,117,14,0.070147197,0.000305277,1,1.789473684,0.878970118,102,5321,67,2954
2018,中国地震局,9,0.003806079,85,2894,3,188,28,0.454075532,7.30E-05,0.609506,0.447058824,0.963702964,38,3003,88,2704
2018,国家林业局,25,0.002367554,95,6671,1,105,48,0.488792975,0.040420129,0.378193718,0.136842105,1,13,6671,179,12614
2018,中国科学院,6,0.218432104,7471,452122,14,13893,3510,0.374141234,0.059704911,0.630387,0.576228082,0.667300333,4305,677539,11915,677304
2018,河北,16,0.008297919,85,2716,2,416,155,0.240387794,0.000113827,1,0.141176471,0.827040195,12,3284,194,2867
2018,山西,11,0.005024088,79,5300,5,150,48,0.240387794,0.000113827,1,0.556962025,0.842875318,44,6288,104,5593
2018,江苏,19,0.014207686,181,10274,2,499,379,0.073048884,0.00282257,1,0.29281768,0.755219053,53,13604,383,9649
2018,山东,20,0.007657262,99,5641,1,161,256,0.121165701,0.019882854,1,0.646464646,1,64,5641,83,5732
2018,青岛海洋科学与技术试点国家实验室,28,0.025747918,1178,41507,1,1570,468,0.763348054,0.176970736,1,0.699490662,0.879422857,824,47198,1555,83708
2018,湖南,26,0.002888493,84,7596,1,80,81,0.763348054,0.176970736,1,0.464285714,1,39,7596,128,7426
2018,广东,21,0.005586479,64,2981,1,238,134,0.121551463,0.004580337,0.7383835,0.109375,0.543878854,7,5481,54,1909
2018,广西,27,0.005853795,85,1163,1,186,167,0.763348054,0.176970736,1,0.717647059,0.040381944,61,28800,200,7520
2018,四川,13,0.026273432,203,10437,1,1348,582,0.558009608,0.074348601,0.391363701,0.911330049,0.666007275,185,15671,341,11360
2018,陕西,17,0.005203545,59,4173,0,264,131,0.763348054,0.176970736,1,1.203389831,0.767095588,71,5440,202,6020
2018,中央军委后勤保障部,29,0.007699119,291,2699,1,341,184,0.763348054,0.176970736,0.616259556,0.048109966,0.854113924,14,3160,230,32697
2018,中央军委训练管理部,30,0.004557722,219,902,0,205,127,0.457814338,0.008104583,0.488845778,0.264840183,0.219198056,58,4115,173,8530
